name,type,description
"(S)-2-Amino-3-(1,3,5,7-Pentahydro-2,4-Dioxo-Cyclopenta[E]Pyrimidin-1-Yl) Proionic Acid",small molecule,
1-Amino-1-Carbonyl Pentane,small molecule,
P-Aminophenyl-Alpha-D-Galactopyranoside,small molecule,
4-Fluorobenzylamine,small molecule,
"(S)-2-[4-(Aminomethyl)-1h-1,2,3-Triazol-1-Yl]-4-Methylpentanoic Acid",small molecule,
S-4-Nitrobutyryl-Coa,small molecule,
,small molecule,
Flavin mononucleotide,small molecule,
2-(Phosphonooxy)Butanoic Acid,small molecule,
2'-O-Methyl-3'-Methyl-3'-Deoxy-Arabinofuranosyl-Thymine-5'-Phosphate,small molecule,
"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Benzothiazole",small molecule,
RWJ-51084,small molecule,
D-Lysine,small molecule,
(2s)-Pyrrolidin-2-Ylmethylamine,small molecule,
4-Phenyl-1h-Imidazole,small molecule,
,small molecule,
(6R)-Folinic acid,small molecule,
"5-[1-(Acetylamino)-3-Methylbutyl]-2,5-Anhydro-3,4-Dideoxy-4-(Methoxycarbonyl)Pentonic Acid",small molecule,
2'-Deoxycytidine 5'-triphosphate,small molecule,
"2',6'-Dichloro-Biphenyl-2,6-Diol",small molecule,
"1,6-Diaminohexane",small molecule,
"Al-6619, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Hydroxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]",small molecule,
Thiocellobiose,small molecule,
Dodecyl-Coa,small molecule,
Glutaral,small molecule,
1-Allyl-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine,small molecule,
RU82197,small molecule,
"4,6-Dideoxy-4-{[4,5,6-trihydroxy-3-(hydroxymethyl)-2-cyclohexen-1-yl]amino}hexopyranose",small molecule,
"2,6-Difluorobenzenesulfonamide",small molecule,
4-Bromo-3-(5'-Carboxy-4'-Chloro-2'-Fluorophenyl)-1-Methyl-5-Trifluoromethyl-Pyrazol,small molecule,
3'-Oxo-Adenosine,small molecule,
2'-5'dideoxyuridine,small molecule,
2-Amino-3-Mercapto-Propionamide,small molecule,
"4-[(10s,14s,18s)-18-(2-Amino-2-Oxoethyl)-14-(1-Naphthylmethyl)-8,17,20-Trioxo-7,16,19-Triazaspiro[5.14]Icos-11-En-10-Yl]Benzylphosphonic Acid",small molecule,
alpha-maltotriose,small molecule,
D-Treitol,small molecule,
Dodecyl-Alpha-D-Maltoside,small molecule,
P1-(5'-Adenosyl)P5-(5'-Thymidyl)Pentaphosphate,small molecule,
2'-Deoxymaltose,small molecule,
beta-L-fucose,small molecule,
"2,6-Anhydro-3-Deoxy-D-Erythro-Hex-2-Enonic Acid",small molecule,
"2',4,4'-Trihydroxychalcone",small molecule,
C-(1-Azido-Alpha-D-Glucopyranosyl) Formamide,small molecule,
4-(2-Amino-Ethoxy)-2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-but-3-Enoic Acid,small molecule,
5-Chloro-1h-Indole-2-Carboxylic Acid{[Cyclopentyl-(2-Hydroxy-Ethyl)-Carbamoyl]-Methyl}-Amide,small molecule,
Thiarsa Dihydroxy Cysteine,small molecule,
L-naphthyl-1-acetamido boronic acid alanine,small molecule,
4-Deoxy-4-Amino-Beta-D-Glucose,small molecule,
3-Phosphono-D-alanine,small molecule,
9-Methyl Uric Acid,small molecule,
"1-Methyl-3-Oxo-1,3-Dihydro-Benzo[C]Isothiazole-5-Sulfonic Acid Amide",small molecule,
Glutathionylspermidine,small molecule,
Lactose Sialic Acid,small molecule,
Benzylsulfinic Acid,small molecule,
Phenylphosphate,small molecule,
N-Succinyl Phenylglycine,small molecule,
Pterin Cytosine Dinucleotide,small molecule,
2-Allyl-6-Methyl-Phenol,small molecule,
"4,5,6,7-Tetrachloro-3h-Isobenzofuran-1-One",small molecule,
3-deoxy-D-arabino-hexonic acid,small molecule,
7-Deaza-7-Aminomethyl-Guanine,small molecule,
N5-Iminoethyl-L-Ornithine,small molecule,
RU78300,small molecule,
4-[(6-Amino-4-Pyrimidinyl)Amino]Benzenesulfonamide,small molecule,
L-Leucyl-Hydroxylamine,small molecule,
N-Cyclohexyltaurine,small molecule,
Glutathione disulfide,small molecule,
"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid [4-(Thiazol-2-Ylsulfamoyl)-Phenyl]-Amide",small molecule,
Brivudine,small molecule,
Cephalosporin C,small molecule,
Fluorotryptophane,small molecule,
Guanosine 3'-monophosphate,small molecule,
"1,4-Diethylene Dioxide",small molecule,
Heme C,small molecule,
6-Hydro-1-Methyladenosine-5'-Monophosphate,small molecule,
(S)-ATPA,small molecule,
3-Amino-Alanine,small molecule,
"4-Amino-2-Deoxy-2,3-Dehydro-N-Neuraminic Acid",small molecule,
1-(Isopropylamino)-3-(1-Naphthyloxy)-2-Propanol,small molecule,
Maltose,small molecule,
Tyrosyladenylate,small molecule,
"deoxycytidylyl-3',5'-guanosine",small molecule,
{1-[(3-Hydroxy-Methyl-5-Phosphonooxy-Methyl-Pyridin-4-Ylmethyl)-Amino]-Ethyl}-Phosphonic Acid,small molecule,
dioxothiomolybdenum(VI) ion,small molecule,
2-Pyridinethiol,small molecule,
S-(N-Hydroxy-N-Iodophenylcarbamoyl)Glutathione,small molecule,
"N-Naphthalen-1-Ylmethyl-2'-[3,5-Dimethoxybenzamido]-2'-Deoxy-Adenosine",small molecule,
"5,6-Cyclic-Tetrahydropteridine",small molecule,
(4-sulfamoyl-phenyl)-thiocarbamic acid O-(2-thiophen-3-yl-ethyl) ester,small molecule,
1-Bromopropane-2-Ol,small molecule,
BIA,small molecule,
1-(2-Amidinophenyl)-3-(Phenoxyphenyl)Urea,small molecule,
Heptyl-Beta-D-Glucopyranoside,small molecule,
3-Iodo-Benzyl Alcohol,small molecule,
3-[(1-Amino-2-Carboxy-Ethyl)-Hydroxy-Phosphinoyl]-2-Methyl-Propionic Acid,small molecule,
Coa-S-Acetyl 5-Bromotryptamine,small molecule,
4-(Acetylamino)-3-Guanidinobenzoic Acid,small molecule,
Malate Like Intermediate,small molecule,
"Inositol-(1,3,4,5,6)-Pentakisphosphate",small molecule,
Beta-Mercaptoethanol,small molecule,
"3,5,3',5'-Tetrachloro-Biphenyl-4,4'-Diol",small molecule,
Triethyl Phosphate,small molecule,
Huperzine B,small molecule,
8-Bromo-Adenosine-5'-Monophosphate,small molecule,
Cobalt Hexammine Ion,small molecule,
Sri-9439,small molecule,
S-Arsonocysteine,small molecule,
2-Iminobiotin,small molecule,
"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Oxadiazole",small molecule,
5'-O-(N-(L-Threonyl)-Sulfamoyl)Adenosine,small molecule,
(S)-Mandelic acid,small molecule,
7n-Methyl-8-Hydroguanosine-5'-Triphosphate,small molecule,
"M-(N,N,N-Trimethylammonio)-2,2,2-Trifluoro-1,1-Dihydroxyethylbenzene",small molecule,
N-Acetylproline,small molecule,
"2-{(9as)-9a-[(1s)-1-Hydroxyethyl]-2,7-Dimethyl-9a,10-Dihydro-5h-Pyrimido[4,5-D][1,3]Thiazolo[3,2-a]Pyrimidin-8-Yl}Ethyl Trihydrogen Diphosphate",small molecule,
N-Dimethyl-Lysine,small molecule,
3-Acetylpyridine Adenine Dinucleotide,small molecule,
N-Carbamyl-D-Methionine,small molecule,
"4-[3-Hydroxyanilino]-6,7-Dimethoxyquinazoline",small molecule,
Imidazole,small molecule,
PF-00356231,small molecule,
"5-Methyl-5-(4-Phenoxy-Phenyl)-Pyrimidine-2,4,6-Trione",small molecule,
9-Aminophenanthrene,small molecule,
FR239087,small molecule,
Modified Ribosylated Glutamyl Ester,small molecule,
"3-Mercapto-1-(1,3,4,9-Tetrahydro-B-Carbolin-2-Yl)-Propan-1-One",small molecule,
ZK-806711,small molecule,
"3,5-Diiodotyrosine",small molecule,
'5'-O-(N-(L-Alanyl)-Sulfamoyl)Adenosine,small molecule,
"4-Amino-1-[(1s,3r,4r,7s)-7-Hydroxy-1-(Hydroxymethyl)-2,5-Dioxabicyclo[2.2.1]Hept-3-Yl]-5-Methylpyrimidin-2(1h)-One",small molecule,
2-Carboxyethylphosphonic Acid,small molecule,
L-Tyrosinamide,small molecule,
Hexadecanal,small molecule,
S-oxy-L-cysteine,small molecule,
5-Chloro-1h-Indole-2-Carboxylic Acid [1-(4-Fluorobenzyl)-2-(4-Hydroxypiperidin-1yl)-2-Oxoethyl]Amide,small molecule,
Fica,small molecule,
4-Methylimidazole,small molecule,
4-Fluorotryptophane,small molecule,
N-Hydroxy-N-Isopropyloxamic Acid,small molecule,
"3-[(2,4-Dichlorobenzoyl)(Isopropyl)Amino]-5-Phenylthiophene-2-Carboxylic Acid",small molecule,
alpha-D-Xylopyranose,small molecule,
N-Propyl-Tartramic Acid,small molecule,
Chromophore (Met-Tyr-Gly),small molecule,
"(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yl)-Phosphoramidic Acid Dimethyl Ester",small molecule,
"(3s,6s,9r,10r,11s,12s,13e,15e,18s,21s)-18-{(1e,3e,7s,8s)-9-[(2s,3r,4s,5s,6r,9s,11s)-9-Ethyl-4-Hydroxy-3,5,11-Trimethyl-8-Oxo-1-Oxa-7-Azaspiro[5.5]Undec-2-Yl]-8-Hydroxy-1,7-Dimethylnona-1,3-Dienyl}-10,12-Dihydroxy-3-(3-Hydroxybenzyl)-6-Isopropyl-11-Methyl-",small molecule,
Enalkiren,small molecule,
"(E)-(2r,3r,4s,5r)-3,4,5-Trihydroxy-2-Methoxy-8,8-Dimethyl-Non-6-Enoic Acid ((3s,6r)-6-Hydroxy-2-Oxo-Azepan-3-Yl)-Amide",small molecule,
Uridine-Diphosphate-N-Acetylglucosamine,small molecule,
Ethyl Isocyanide,small molecule,
3-(P-Tolyl)Propionic Acid,small molecule,
"1D-myo-inositol 1,4,5-trisphosphate",small molecule,
"1,2-Di-1-(3,7,11,15-Tetramethyl-Hexadecane)-Sn-Glycero-3-Phosphate",small molecule,
Cytidine-5'-Monophosphate,small molecule,
Hemin,biotech,
N2-[(Benzyloxy)carbonyl]-N-[(3R)-1-{N-[(benzyloxy)carbonyl]-L-leucyl}-4-oxo-3-pyrrolidinyl]-L-leucinamide,small molecule,
O1-Methyl-4-Deoxy-4-Thio-Alpha-D-Glucose,small molecule,
4-Nitrocatechol,small molecule,
gamma-Glutamylcysteine,small molecule,
Octahydroindole-2-Carboxylic Acid,small molecule,
4-hydroxycoumarin,small molecule,
"2-Hydroxymethyl-Pyrrolidine-3,4-Diol",small molecule,
6-hydroxy-L-norleucine,small molecule,
Deoxyuridine-5'-Diphosphate,small molecule,
5-Thio-a/B-D-Mannopyranosylamine,small molecule,
3-Thiaoctanoyl-Coenzyme A,small molecule,
Thiamine(1+) monophosphate,small molecule,
1-(4-Tert-Butylcarbamoyl-Piperazine-1-Carbonyl)-3-(3-Guanidino-Propyl)-4-Oxo-Azetidine-2-Carboxylic Acid,small molecule,
Diacetyldeuteroheme,small molecule,
,small molecule,
"2,4-Deoxy-4-Guanidino-5-N-Acetyl-Neuraminic Acid",small molecule,
"2-Phenethyl-2,3-Dihydro-Phthalazine-1,4-Dione",small molecule,
"1,3-Thiazole-4-Carboxylic Acid",small molecule,
S-Adenosyl-L-Homoselenocysteine,small molecule,
Ubenimex,small molecule,
"2s,4r-4-Methylglutamate",small molecule,
Digalactosyl Diacyl Glycerol (Dgdg),small molecule,
Delta-(L-Alpha-Aminoadipoyl)-L-Cysteinyl-D-Vinylglycine,small molecule,
SU9516,small molecule,
Cardiolipin,small molecule,
(2s)-Hydroxy(4-Hydroxyphenyl)Ethanenitrile,small molecule,
Beta-Amino Isobutyrate,small molecule,
{3-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-2-Methyl-Propyl}-Phosphonic Acid,small molecule,
3[N-Morpholino]Propane Sulfonic Acid,small molecule,
Uridine-5'-Diphosphate,small molecule,
Gallichrome,small molecule,
"2-{1-[2-(2-Amino-Thiazol-4-Yl)-2-Methoxyimino-Acetylamino]-2-Oxo-Ethyl}-5,5-Dimethyl-Thiazolidine-4-Carboxylic Acid",small molecule,
Lysophosphatidylglycerol,small molecule,
"4,6-dideoxy-4-amino-alpha-D-glucose",small molecule,
N-Hexadecanoylglycine,small molecule,
2-Benzyl-3-Iodopropanoic Acid,small molecule,
2-[5-Hydroxy-3-Methyl-1-(2-Methyl-4-Sulfo-Phenyl)-1h-Pyrazol-4-Ylazo]-4-Sulfo-Benzoic Acid,small molecule,
Bis(5-Amidino-Benzimidazolyl)Methanone Zinc,small molecule,
"(3e)-6'-Bromo-2,3'-Biindole-2',3(1h,1'h)-Dione 3-Oxime",small molecule,
"(3S)-3-(dioxidosulfanyl)-N-[(1E)-3-oxoprop-1-en-1-yl]-4-(1H-1,2,3-triazol-1-yl)-D-valine",small molecule,
3-Benzylaminocarbonylphenyl-Alpha-D-Galactoside,small molecule,
Uridylyl-2'-5'-Phospho-Adenosine,small molecule,
2'-Deoxyuridine 3'-Monophosphate,small molecule,
N-(4-(2-((3-Chlorophenylmethyl)Amino)Ethyl)Phenyl)-2-Thiophecarboxamidine,small molecule,
Cephalothin Group,small molecule,
"1-alpha, 25-dihydroxyl-20-epi-22-oxa-24, 26 ,27-trihomovitamin D3",small molecule,
3-Trimethylsilylsuccinic Acid,small molecule,
(R)—N[2-[1-(aminoiminomethyl)-3-piperidinyl]-1-oxoethyl]-4-(phenylethynyl)-l-phenylalanine methylester,small molecule,
"3-methyl-benzene-1,2-diol",small molecule,
(1H-indol-3-yl)-(2-mercapto-ethoxyimino)-acetic acid,small molecule,
N2-[(benzyloxy)carbonyl]-n1-[(3S)-1-cyanopyrrolidin-3-yl]-l-leucinamide,small molecule,
"N(4)-adenosyl-N(4)-methyl-2,4-diaminobutanoic acid",small molecule,
Sparfosic acid,small molecule,
Violaxanthin,small molecule,
2'-Monophosphoadenosine 5'-Diphosphoribose,small molecule,
Thymine,small molecule,
Formycin-5'-Monophosphate,small molecule,
BMS184394,small molecule,
Naringenin,small molecule,
"1,2,3,4-Tetrahydro-Isoquinoline-7-Sulfonic Acid Amide",small molecule,
Heme D,small molecule,
Trypanothione,small molecule,
6-Phenyl-4(R)-(7-Phenyl-Heptanoylamino)-Hexanoic Acid,small molecule,
Cyclohexyl-Hexyl-Beta-D-Maltoside,small molecule,
N5-Methylglutamine,small molecule,
Reactive Red 1 Dye,small molecule,
"1-[4-Carboxy-2-(3-Pentylamino)Phenyl]-5,5'-Di(Hydroxymethyl)Pyrrolidin-2-One",small molecule,
Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine,small molecule,
1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole,small molecule,
2'-O-Acetyl Adenosine-5-Diphosphoribose,small molecule,
"8,9,10-Trihydroxy-7-Hydroxymethyl-3-Methyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione",small molecule,
Brequinar Analog,small molecule,
"5,10-Dimethylene Tetrahydromethanopterin",small molecule,
8-Demethyl-8-Dimethylamino-Flavin-Adenine-Dinucleotide,small molecule,
4-Benzoylamino-4-{1-{1-Carbamoyl-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-Butyric Acid,small molecule,
L-Alpha-Glycerophosphorylethanolamine,small molecule,
Alpha-D-Fucose,small molecule,
Phosphomethylphosphonic Acid Guanosyl Ester,small molecule,
3-Aminosuccinimide,small molecule,
Uridine-5'-diphosphate-2-deoxy-2-fluoro-alpha-D-galactose,small molecule,
2-Keto-3-Deoxygluconate,small molecule,
"3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole",small molecule,
2'-Deoxyguanosine-5'-Diphosphate,small molecule,
"lambda-bis(2,2'-bipyridine)imidazole osmium (II)",small molecule,
7-Methylguanosine,small molecule,
"4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Alpha-D-Lyxo-Hexopyranosyl-(1->4)-Alpha-D-Threo-Hexopyranosyl-(1->6)-Alpha-L-Threo-Hexopyranose",small molecule,
Alvocidib,small molecule,
O-Sulfo-L-Serine,small molecule,
Mercaptomethyl Phosphonate,small molecule,
Malate Ion,small molecule,
Tricosanoic Acid,small molecule,
Galactose-uridine-5'-diphosphate,small molecule,
(4s)-4-{[(2s)-2-Amino-3-Oxopropyl]Sulfanyl}-L-Homoserinate,small molecule,
"4-Acetyl-4-Guanidino-6-Methyl(Propyl)Carboxamide-4,5-Dihydro-2h-Pyran-2-Carboxylic Acid",small molecule,
"9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9h-Purin-6-Ylamine",small molecule,
"2,6-Diaminoquinazolin-4(3h)-One",small molecule,
,small molecule,
"6-[3-(4-Morpholinyl)Propyl]-2-(3-Nitrophenyl)-5-Thioxo-5,6,-Dihydro-7h-Thienol[2',3':4,5]Pyrrolo[1,2-C]Imidazol-7-One",small molecule,
1-Ethoxy-2-(2-Methoxyethoxy)Ethane,small molecule,
2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide,small molecule,
6-O-Phosphoryl Inosine Monophosphate,small molecule,
alpha-D-galacturonic acid,small molecule,
"Uridine-2',3'-Vanadate",small molecule,
"(S)-2-Amino-3-(4h-Selenolo[3,2-B]-Pyrrol-6-Yl)-Propionic Acid",small molecule,
2-Methoxy-4-Vinyl-Phenol,small molecule,
Equilenin,small molecule,
Eniluracil,small molecule,
[Methylthio]Acetate,small molecule,
Mevalonic acid,small molecule,
6-Chloro-2-Fluoropurine,small molecule,
Aspartic Acid-4-Carboxymethyl Ester,small molecule,
Brequinar,small molecule,
"N-{3-[4-(3-Amino-Propyl)-Piperazin-1-Yl]-Propyl}-3-(2-Thiophen-2-Yl-Acetylamino)-5-(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yloxy)-Benzamide",small molecule,
RU79073,small molecule,
AL5927,small molecule,
9-Beta-D-Xylofuranosyl-Adenine,small molecule,
Acylated Ceftazidime,small molecule,
Flavin-Adenine Dinucleotide-N5-Isobutyl Ketone,small molecule,
Phosphomethylphosphonic Acid Guanylate Ester,small molecule,
Glycoluril,small molecule,
3-[(Acetyl-Methyl-Amino)-Methyl]-4-Amino-N-Methyl-N-(1-Methyl-1h-Indol-2-Ylmethyl)-Benzamide,small molecule,
Z-Pro-Prolinal,small molecule,
Benzoyl-Arginine-Alanine-Methyl Ketone,small molecule,
[4-(4-Hydroxy-Benzyl)-2-(2-Hydroxy-1-Methyl-Ethyl)-5-Oxo-Imidazolidin-1-Yl]-Acetic Acid,small molecule,
2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose,small molecule,
Norcamphor,small molecule,
"10-Propargyl-5,8-Dideazafolic Acid",small molecule,
L-Myo-Inositol-1-Phosphate,small molecule,
1-(O-Carboxy-Phenylamino)-1-Deoxy-D-Ribulose-5-Phosphate,small molecule,
S-Phosphocysteine,small molecule,
"N-({4-[(1R)-4-[(2R,4S,5S)-2,4-diamino-6-oxohexahydropyrimidin-5-yl]-1-(2,2,2-trifluoro-1,1-dihydroxyethyl)butyl]phenyl}carbonyl)-L-glutamic acid",small molecule,
3-deoxy-α-D-manno-oct-2-ulopyranosonic acid,small molecule,
Biotinyl P-Nitroaniline,small molecule,
Isopenicillin N,small molecule,
"(3R,4R)-3-Hydroxy-4-(hydroxymethyl)-1-[(4-oxo-4,4a,5,7a-tetrahydro-3H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]pyrrolidinium",small molecule,
3-Tyrosine,small molecule,
Glutaric Acid,small molecule,
5-Iodouracil,small molecule,
CRA_11092,small molecule,
"2-(2-{2-[2-(2-{2-[2-(2-Ethoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol, Polyethyleneglycol Peg400",small molecule,
N-{1-[5-(1-Carbamoyl-2-Mercapto-Ethylcarbamoyl)-Pentylcarbamoyl]-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethyl}-3-{2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Acetylamino}-Succinamic Acid,small molecule,
Sp-876,small molecule,
Cyclohexylformamide,small molecule,
P-Hydroxybenzaldehyde,small molecule,
Tetrahydrodeoxyuridine,small molecule,
"(4r)-2-Methylpentane-2,4-Diol",small molecule,
1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine,small molecule,
Spermidine,small molecule,
alpha-N-Acetyl-D-galactosamine,small molecule,
Butyric Acid,small molecule,
"4,5-Dehydro-L-Iduronic Acid",small molecule,
Tris-Hydroxymethyl-Methyl-Ammonium,small molecule,
"3-(5-Amino-7-Hydroxy-[1,2,3]Triazolo[4,5-D]Pyrimidin-2-Yl)-N-(3,5-Dichlorobenzyl)-Benzamide",small molecule,
FR230513,small molecule,
WRR-99,small molecule,
Ferricrocin-Iron,small molecule,
Phencyclidine,small molecule,
N-Pyridoxyl-Threonine-5-Monophosphate,small molecule,
Alpha-Benzyl-Aminobenzyl-Phosphonic Acid,small molecule,
Pyruvamide,small molecule,
Glucose-6-Phosphate,small molecule,
N~2~-Succinylornithine,small molecule,
"(2e,3s)-3-Hydroxy-5'-[(4-Hydroxypiperidin-1-Yl)Sulfonyl]-3-Methyl-1,3-Dihydro-2,3'-Biindol-2'(1'h)-One",small molecule,
4-Thio-beta-D-glucopyranose,small molecule,
Oxyphenbutazone,small molecule,
,small molecule,
Pyruvaldehyde,small molecule,
Diphenylacetic Acid,small molecule,
Alpha-Ketomalonic Acid,small molecule,
"2,6-Diaminopimelic Acid",small molecule,
RU82209,small molecule,
Pterin-6-Yl-Methyl-Monophosphate,small molecule,
N7-Methyl-Guanosine-5'-Monophosphate,small molecule,
"1,2,4-Triazole",small molecule,
CRA_9785,small molecule,
N-[2-(1h-Indol-5-Yl)-Butyl]-4-Sulfamoyl-Benzamide,small molecule,
Gamma-Glutamyl[S-(2-Iodobenzyl)Cysteinyl]Glycine,small molecule,
"Al-6629, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Methoxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]",small molecule,
Capric acid,small molecule,
5-deoxyflavanone,small molecule,
S-Benzyl-Glutathione,small molecule,
Glucaric acid,small molecule,
Tiratricol,small molecule,
"(2s)-2-[(2,4-Dichloro-Benzoyl)-(3-Trifluoromethyl-Benzyl)-Amino]-3-Phenyl-Propionic Acid",small molecule,
(S)-Rolipram,small molecule,
[(1R)-1-acetamido-2-(4-chlorophenyl)ethyl]-[(2S)-2-amino-3-hydroxy-3-oxo-propoxy]-dihydroxy-boron,small molecule,
Diminazene,small molecule,
3-Deoxyguanosine,small molecule,
"Alpha,Alpha,Alpha-Trifluoro-P-Cresol",small molecule,
L-2-amino-4-methoxy-cis-but-3-enoic acid,small molecule,
3-Hydroxybutyryl-Coenzyme A,small molecule,
4-Hydroxyphenacyl Coenzyme A,small molecule,
Methylcobalamin,small molecule,
Ribostamycin,small molecule,
Kabiramide C,small molecule,
Modified Acarbose Hexasaccharide,small molecule,
2-(Acetylamino)-2-Deoxy-4-O-Beta-D-Galactopyranosyl-Alpha-D-Glucopyranose,small molecule,
Deoxycholic Acid,small molecule,
"L-709,587",small molecule,
"2-Hydroxy-5-[4-(2-Hydroxy-Ethyl)-Piperidin-1-Yl]-5-Phenyl-1h-Pyrimidine-4,6-Dione",small molecule,
"9-(4-Hydroxyphenyl)-2,7-Phenanthroline",small molecule,
7-(Carboxyamino)-8-Amino-Nonanoic Acid,small molecule,
"5-Methoxy-1,2-Dimethyl-3-(Phenoxymethyl)Indole-4,7-Dione",small molecule,
Adamantane,small molecule,
ISO24,small molecule,
Pyridoxal-5'-Phosphate-N-Oxide,small molecule,
2-Iodobenzylthio Group,small molecule,
"3-(4-Hydroxy-3-Imino-6-Oxo-Cyclohexa-1,4-Dienyl)-Alanine",small molecule,
Argifin,small molecule,
Lpc-Ether,small molecule,
"1,3-Di(N-Propyloxy-a-Mannopyranosyl)-Carbomyl 5-Methyazido-Benzene",small molecule,
Ethanesulfonic Acid,small molecule,
Glycinamid,small molecule,
Guanidine-3-Propanol,small molecule,
Cytidyl-2'-5'-Phospho-Guanosine,small molecule,
1-Guanidinium-7-Aminoheptane,small molecule,
Beta-Hydroxyaspartic Acid,small molecule,
"2'-deoxyuridine 5'-alpha,beta-imido-diphosphate",small molecule,
Benzofuran-2-Carboxylic Acid {(S)-3-Methyl-1-[3-Oxo-1-(Pyridin-2-Ylsulfonyl)Azepan-4-Ylcarbamoyl]Butyl}Amide,small molecule,
CRA_1144,small molecule,
3-Hydroxyanthranilic Acid,small molecule,
Phosphonoacetohydroxamic Acid,small molecule,
"2,3-di-O-phytanyl-sn-glycerol",small molecule,
3-[Isopropyl(4-Methylbenzoyl)Amino]-5-Phenylthiophene-2-Carboxylic Acid,small molecule,
2-{N'-[2-(5-Amino-1-Phenylcarbamoyl-Pentylcarbamoyl)-Hexyl]-Hydrazinomethyl}-Hexanoic Acid(5-Amino-1-Phenylcarbamoyl-Pentyl)-Amide,small molecule,
"[{(5-Chloro-2-Pyridinyl)Amino} Methylene]-1,1-Bisphosphonate",small molecule,
(3e)-3-[(4-Hydroxyphenyl)Imino]-1h-Indol-2(3h)-One,small molecule,
Picric acid,small molecule,
beta-D-Galactopyranuronic acid,small molecule,
"5-{[Ethyl(Methyl)Amino]Methyl}-2-Methyl-5,6-Dihydropyrimidin-4-Amine",small molecule,
"S,S-Propylthiocysteine",small molecule,
Tribenuron Methyl,small molecule,
1-Deoxy-1-Methoxycarbamido-Beta-D-Glucopyranose,small molecule,
"2-{1-[2-Amino-2-(4-Hydroxy-Phenyl)-Acetylamino]-2-Oxo-Ethyl}-5,5-Dimethyl-Thiazolidine-4-Carboxylic Acid",small molecule,
Butylamine,small molecule,
4-Iodo-L-phenylalanine,small molecule,
Cysteinesulfonic Acid,small molecule,
Vitamin B6 Complexed with 2-Amino-Pentanoic Acid,small molecule,
"1-[(2-Amino-6,9-Dihydro-1h-Purin-6-Yl)Oxy]-3-Methyl-2-Butanol",small molecule,
UP5,small molecule,
3'-Azido-3'-Deoxythymidine-5'-Monophosphate,small molecule,
Acetic Acid Salicyloyl-Amino-Ester,small molecule,
1-(5'-Phospho-Beta-D-Ribofuranosyl)Barbituric Acid,small molecule,
4-Fluorophenethyl Alcohol,small molecule,
"2-(Oxalyl-Amino)-4,5,6,7-Tetrahydro-Thieno[2,3-C]Pyridine-3-Carboxylic Acid",small molecule,
"4-(3,12,14-Trihydroxy-10,13-Dimethyl-Hexadecahydro-Cyclopenta[a]Phenanthren-17-Yl)-5h-Furan-2-One",small molecule,
9-N-Phenylmethylamino-Tacrine,small molecule,
Beta(2-Thienyl)Alanine,small molecule,
"2,3-Dihydroxy-Valerianic Acid",small molecule,
Cystein-S-Yl Cacodylate,small molecule,
N-Cyclohexyl-N'-Decylurea,small molecule,
"(6,7-Difluoro-Quinazolin-4-Yl)-(1-Methyl-2,2-Diphenyl-Ethyl)-Amine",small molecule,
2-Hydroxy-Tryptophan,small molecule,
Tartronate,small molecule,
"Dibenzofuran-4,6-Dicarboxylic Acid",small molecule,
2-{[Formyl(Hydroxy)Amino]Methyl}-4-Methylpentanoic Acid,small molecule,
Uridine monophosphate,small molecule,
